quote_id,accepted
eb97343b-b373-4964-99d1-192f0631803f,1
b54cf48a-c872-4b18-ad41-647fc1683f86,1
0b3d5d01-8f20-48f7-96cb-cf8c069dade6,1
c30c98ff-b94f-4dab-8736-423643da1806,1
31d13117-9191-4e17-a161-b39f27e921a9,1
2b87fd3e-61c6-44da-af2d-a02a3f4dc6cc,1
